style,pattern_name,time_step,kick,snare,hihat,tom1,tom2
rock,rock_16,11,0,0,0,0,0
rock,rock_16,12,1,1,1,0,0
rock,rock_16,13,0,0,0,0,0
rock,rock_16,14,0,1,0,0,0
rock,rock_16,15,0,0,0,0,0
rock,rock_17,0,0,0,1,0,0
rock,rock_17,1,0,1,0,0,0
rock,rock_17,2,0,0,0,0,0
rock,rock_17,3,1,0,0,0,0
rock,rock_17,4,0,1,0,0,0
rock,rock_17,5,0,0,0,0,0
rock,rock_17,6,0,1,0,0,0
rock,rock_17,7,1,0,0,0,0
rock,rock_17,8,0,1,0,0,0
rock,rock_17,9,0,0,0,0,0
rock,rock_17,10,1,0,0,0,0
rock,rock_17,11,0,1,0,0,0
rock,rock_17,12,0,0,0,0,0
rock,rock_17,13,0,0,0,0,0
rock,rock_17,14,0,1,0,0,0
rock,rock_17,15,1,0,0,0,0
rock,rock_18,0,1,0,0,0,0
rock,rock_18,1,0,0,0,0,0
rock,rock_18,2,0,0,0,0,0
rock,rock_18,3,0,0,0,0,0
rock,rock_18,4,0,1,0,0,0
rock,rock_18,5,0,0,0,0,0
rock,rock_18,6,0,0,0,0,0
rock,rock_18,7,0,1,0,0,0
rock,rock_18,8,0,0,0,0,0
rock,rock_18,9,0,1,0,0,0
rock,rock_18,10,0,1,0,0,0
rock,rock_18,11,0,1,0,0,0
rock,rock_18,12,0,0,0,1,0
rock,rock_18,13,0,0,0,1,0
rock,rock_18,14,0,0,0,1,0
rock,rock_18,15,0,0,0,0,0
rock,rock_19,0,0,0,0,0,0
rock,rock_19,1,0,0,0,0,0
rock,rock_19,2,0,0,0,0,0
rock,rock_19,3,1,0,0,0,0
rock,rock_19,4,0,1,0,0,0
rock,rock_19,5,0,1,0,0,0
rock,rock_19,6,0,0,0,0,0
rock,rock_19,7,0,1,0,0,0
rock,rock_19,8,0,1,0,0,0
rock,rock_19,9,0,1,0,0,0
rock,rock_19,10,0,0,0,1,0
rock,rock_19,11,0,0,0,0,0
rock,rock_19,12,0,0,0,1,0
rock,rock_19,13,0,0,0,0,1
rock,rock_19,14,0,0,0,0,1
rock,rock_19,15,0,0,0,0,0
rock,rock_20,0,1,0,0,0,0
rock,rock_20,1,0,0,0,0,0
rock,rock_20,2,0,0,1,0,0
rock,rock_20,3,0,0,0,0,0
rock,rock_20,4,1,1,0,0,0
rock,rock_20,5,0,0,0,0,0
rock,rock_20,6,0,0,1,0,0
rock,rock_20,7,0,0,0,0,0
rock,rock_20,8,1,0,1,0,0
rock,rock_20,9,0,0,0,0,0
rock,rock_20,10,0,0,1,0,0
rock,rock_20,11,0,0,0,0,0
rock,rock_20,12,1,1,0,0,0
rock,rock_20,13,0,0,0,0,0
rock,rock_20,14,0,0,1,0,0
rock,rock_20,15,0,0,0,0,0
rock,rock_21,0,1,0,0,0,0
rock,rock_21,1,0,0,0,0,0
rock,rock_21,2,0,0,1,0,0
rock,rock_21,3,1,0,0,0,0
rock,rock_21,4,0,1,1,0,0
rock,rock_21,5,0,0,0,0,0
rock,rock_21,6,0,0,1,0,0
rock,rock_21,7,0,0,0,0,0
rock,rock_21,8,1,0,1,0,0
rock,rock_21,9,0,0,0,0,0
rock,rock_21,10,0,0,1,0,0
rock,rock_21,11,0,0,0,0,0
rock,rock_21,12,1,1,1,0,0
rock,rock_21,13,0,0,0,0,0
rock,rock_21,14,0,0,1,0,0
rock,rock_21,15,0,0,0,0,0
rock,rock_22,0,0,0,0,0,0
rock,rock_22,1,0,0,0,0,0
rock,rock_22,2,0,0,0,0,0
rock,rock_22,3,0,0,0,0,0
rock,rock_22,4,0,0,0,0,0
rock,rock_22,5,0,0,0,0,0
rock,rock_22,6,0,1,1,0,0
rock,rock_22,7,0,1,0,0,0
rock,rock_22,8,0,1,0,0,0
rock,rock_22,9,0,1,0,0,0
rock,rock_22,10,0,1,0,0,0
rock,rock_22,11,0,0,0,1,0
rock,rock_22,12,0,0,0,1,0
rock,rock_22,13,0,0,0,1,0
rock,rock_22,14,0,0,0,0,1
rock,rock_22,15,0,0,0,0,1
rock,rock_23,0,1,0,0,0,0
rock,rock_23,1,0,0,0,0,0
rock,rock_23,2,0,0,0,0,0
rock,rock_23,3,0,0,0,0,0
rock,rock_23,4,0,1,0,0,0
rock,rock_23,5,0,0,0,0,0
rock,rock_23,6,0,0,0,0,0
rock,rock_23,7,0,0,0,0,0
rock,rock_23,8,1,0,0,0,0
rock,rock_23,9,0,0,0,0,0
rock,rock_23,10,1,0,0,0,0
rock,rock_23,11,0,0,0,0,0
rock,rock_23,12,0,1,1,0,0
rock,rock_23,13,0,0,0,0,0
rock,rock_23,14,1,0,0,0,0
rock,rock_23,15,0,0,0,0,0
rock,rock_24,0,0,0,0,0,0
rock,rock_24,1,0,0,0,1,1
rock,rock_24,2,1,0,0,0,0
rock,rock_24,3,0,0,0,0,0
rock,rock_24,4,0,0,0,1,1
rock,rock_24,5,0,0,0,1,1
rock,rock_24,6,1,0,0,0,0
rock,rock_24,7,0,0,0,0,0
rock,rock_24,8,0,0,0,1,1
rock,rock_24,9,0,0,0,1,1
rock,rock_24,10,1,0,0,0,0
rock,rock_24,11,0,0,0,0,0
rock,rock_24,12,0,1,0,0,0
rock,rock_24,13,0,0,0,0,0
rock,rock_24,14,0,0,0,0,0
rock,rock_24,15,0,0,0,0,0
rock,rock_25,0,0,0,0,0,0
rock,rock_25,1,0,0,0,0,0
rock,rock_25,2,0,0,0,0,0
rock,rock_25,3,0,0,0,0,0
rock,rock_25,4,0,0,0,0,0
rock,rock_25,5,0,0,0,0,0
rock,rock_25,6,0,0,0,0,0
rock,rock_25,7,0,0,0,0,0
rock,rock_25,8,0,0,0,0,0
rock,rock_25,9,0,0,0,0,0
rock,rock_25,10,0,1,0,0,0
rock,rock_25,11,0,1,0,0,0
rock,rock_25,12,0,1,0,0,0
rock,rock_25,13,0,0,0,1,0
rock,rock_25,14,0,0,0,0,1
rock,rock_25,15,0,0,0,0,0
rock,rock_26,0,1,0,1,0,0
rock,rock_26,1,0,0,0,0,0
rock,rock_26,2,0,0,1,0,0
rock,rock_26,3,0,0,0,0,0
rock,rock_26,4,0,1,1,0,0
rock,rock_26,5,0,0,1,0,0
rock,rock_26,6,0,0,1,0,0
rock,rock_26,7,1,0,0,0,0
rock,rock_26,8,1,0,1,0,0
rock,rock_26,9,0,0,0,0,0
rock,rock_26,10,0,0,1,0,0
rock,rock_26,11,0,0,0,0,0
rock,rock_26,12,0,1,1,0,0
rock,rock_26,13,0,0,0,0,0
rock,rock_26,14,0,0,1,0,0
rock,rock_26,15,0,0,0,0,0
rock,rock_27,0,0,1,0,0,0
rock,rock_27,1,0,1,0,0,0
rock,rock_27,2,0,0,0,0,0
rock,rock_27,3,1,0,0,0,0
rock,rock_27,4,0,0,0,1,0
rock,rock_27,5,0,0,0,1,1
rock,rock_27,6,1,0,0,0,0
rock,rock_27,7,0,0,0,0,0
rock,rock_27,8,0,1,0,0,0
rock,rock_27,9,0,1,0,0,0
rock,rock_27,10,1,0,0,0,0
rock,rock_27,11,0,0,0,0,0
rock,rock_27,12,0,0,0,0,1
rock,rock_27,13,0,0,0,0,0
rock,rock_27,14,0,0,0,0,0
rock,rock_27,15,0,0,0,0,0
rock,rock_28,0,1,0,0,0,0
rock,rock_28,1,0,0,0,0,0
rock,rock_28,2,0,0,0,0,0
rock,rock_28,3,0,0,0,0,0
rock,rock_28,4,0,1,1,0,0
rock,rock_28,5,0,0,0,0,0
rock,rock_28,6,0,0,1,0,0
rock,rock_28,7,0,1,0,0,0
rock,rock_28,8,1,0,0,0,0
rock,rock_28,9,0,1,0,0,0
rock,rock_28,10,1,0,1,0,0
rock,rock_28,11,0,0,0,0,0
rock,rock_28,12,0,1,0,0,0
rock,rock_28,13,0,0,0,0,0
rock,rock_28,14,1,0,0,0,0
rock,rock_28,15,0,0,0,0,0
rock,rock_29,0,0,0,0,0,0
rock,rock_29,1,0,0,0,0,0
rock,rock_29,2,0,0,0,0,0
rock,rock_29,3,0,0,1,0,0
rock,rock_29,4,0,0,1,0,0
rock,rock_29,5,0,0,1,0,0
rock,rock_29,6,0,0,1,0,0
rock,rock_29,7,0,0,1,0,0
rock,rock_29,8,0,0,0,0,0
rock,rock_29,9,0,0,0,0,0
rock,rock_29,10,0,1,0,0,0
rock,rock_29,11,0,1,0,0,0
rock,rock_29,12,0,1,0,0,0
rock,rock_29,13,0,0,0,0,1
rock,rock_29,14,0,0,0,0,0
rock,rock_29,15,0,0,0,0,0
rock,rock_30,0,0,0,0,0,0
rock,rock_30,1,0,0,0,0,0
rock,rock_30,2,0,0,0,0,0
rock,rock_30,3,0,0,0,0,0
rock,rock_30,4,0,0,0,0,0
rock,rock_30,5,0,0,0,0,0
rock,rock_30,6,0,0,0,0,0
rock,rock_30,7,0,0,0,0,0
rock,rock_30,8,0,0,0,0,0
rock,rock_30,9,0,0,0,0,0
rock,rock_30,10,0,0,0,0,0
rock,rock_30,11,0,0,0,0,0
rock,rock_30,12,0,0,0,0,0
rock,rock_30,13,0,1,0,0,0
rock,rock_30,14,0,1,0,0,0
rock,rock_30,15,0,1,0,0,0
rock,rock_31,0,1,0,1,0,0
rock,rock_31,1,0,0,0,0,0
rock,rock_31,2,0,0,0,0,0
rock,rock_31,3,0,0,1,0,0
rock,rock_31,4,0,1,0,0,0
rock,rock_31,5,0,0,1,0,0
rock,rock_31,6,0,0,0,0,0
rock,rock_31,7,0,0,1,0,0
rock,rock_31,8,1,0,1,0,0
rock,rock_31,9,0,0,1,0,0
rock,rock_31,10,1,0,0,0,0
rock,rock_31,11,0,0,0,0,0
rock,rock_31,12,0,1,1,0,0
rock,rock_31,13,0,0,1,0,0
rock,rock_31,14,0,0,1,0,0
rock,rock_31,15,0,0,0,0,0
rock,rock_32,0,0,0,0,0,0
rock,rock_32,1,0,0,0,0,0
rock,rock_32,2,0,0,0,0,0
rock,rock_32,3,0,0,0,0,0
rock,rock_32,4,0,0,1,1,0
rock,rock_32,5,0,0,0,0,0
rock,rock_32,6,0,1,0,0,0
rock,rock_32,7,0,0,0,0,0
rock,rock_32,8,0,1,1,0,0
rock,rock_32,9,0,0,0,0,0
rock,rock_32,10,0,1,0,0,0
rock,rock_32,11,0,0,0,0,0
rock,rock_32,12,0,1,1,0,0
rock,rock_32,13,0,0,0,0,0
rock,rock_32,14,0,1,0,0,0
rock,rock_32,15,0,0,0,0,0
rock,rock_33,0,0,1,0,0,0
rock,rock_33,1,0,1,0,0,0
rock,rock_33,2,1,0,0,0,0
rock,rock_33,3,0,0,0,1,0
rock,rock_33,4,0,0,0,1,0
rock,rock_33,5,1,0,0,0,0
rock,rock_33,6,0,0,0,1,0
rock,rock_33,7,0,0,0,1,0
rock,rock_33,8,1,0,0,0,0
rock,rock_33,9,0,0,0,0,1
rock,rock_33,10,0,0,0,0,1
rock,rock_33,11,0,0,0,0,0
rock,rock_33,12,1,0,0,0,0
rock,rock_33,13,0,0,0,0,0
rock,rock_33,14,0,0,0,0,0
rock,rock_33,15,0,0,0,0,0
rock,rock_34,0,1,0,0,0,0
rock,rock_34,1,0,0,0,0,0
rock,rock_34,2,1,0,0,0,0
rock,rock_34,3,0,0,0,0,0
rock,rock_34,4,0,1,0,0,0
rock,rock_34,5,0,0,0,0,0
rock,rock_34,6,1,1,0,0,0
rock,rock_34,7,0,0,0,0,0
rock,rock_34,8,0,1,0,0,0
rock,rock_34,9,0,1,0,0,0
rock,rock_34,10,0,1,1,0,0
rock,rock_34,11,0,1,0,0,0
rock,rock_34,12,0,0,1,1,0
rock,rock_34,13,0,0,0,1,0
rock,rock_34,14,0,0,0,1,0
rock,rock_34,15,0,0,0,1,0
rock,rock_35,0,1,1,0,0,0
rock,rock_35,1,0,1,0,0,0
rock,rock_35,2,0,1,0,0,0
rock,rock_35,3,0,1,0,0,0
rock,rock_35,4,0,1,0,0,0
rock,rock_35,5,0,1,0,0,0
rock,rock_35,6,1,1,0,0,0
rock,rock_35,7,0,1,0,0,0
rock,rock_35,8,0,1,0,0,0
rock,rock_35,9,0,1,0,0,0
rock,rock_35,10,0,1,0,0,0
rock,rock_35,11,0,1,0,0,0
rock,rock_35,12,1,1,0,0,0
rock,rock_35,13,0,1,0,0,0
rock,rock_35,14,0,1,0,0,0
rock,rock_35,15,0,1,0,0,0
rock,rock_36,0,1,0,0,0,0
rock,rock_36,1,0,0,0,0,0
rock,rock_36,2,0,0,1,0,0
rock,rock_36,3,0,0,0,0,0
rock,rock_36,4,0,1,0,0,0
rock,rock_36,5,0,0,0,0,0
rock,rock_36,6,1,0,0,0,0
rock,rock_36,7,0,1,0,0,0
rock,rock_36,8,1,0,0,0,0
rock,rock_36,9,0,1,0,0,0
rock,rock_36,10,0,0,0,0,0
rock,rock_36,11,1,0,0,0,0
rock,rock_36,12,0,1,0,0,0
rock,rock_36,13,0,0,0,0,0
rock,rock_36,14,1,0,0,0,0
rock,rock_36,15,0,0,0,0,0
rock,rock_37,0,0,0,0,0,0
rock,rock_37,1,0,0,0,0,0
rock,rock_37,2,0,0,0,0,0
rock,rock_37,3,0,0,0,0,0
rock,rock_37,4,0,0,0,0,0
rock,rock_37,5,0,0,0,0,0
rock,rock_37,6,0,0,0,0,0
rock,rock_37,7,0,0,0,0,0
rock,rock_37,8,0,0,0,0,0
rock,rock_37,9,0,0,0,0,0
rock,rock_37,10,0,0,0,0,0
rock,rock_37,11,0,0,0,0,0
rock,rock_37,12,1,1,0,0,0
rock,rock_37,13,0,0,0,0,0
rock,rock_37,14,1,0,0,0,0
rock,rock_37,15,0,0,0,0,0
rock,rock_38,0,0,0,0,0,0
rock,rock_38,1,0,0,0,0,0
rock,rock_38,2,0,0,0,0,0
rock,rock_38,3,0,0,0,0,0
rock,rock_38,4,0,1,1,0,1
rock,rock_38,5,0,0,0,0,0
rock,rock_38,6,0,1,0,0,1
rock,rock_38,7,0,0,0,0,0
rock,rock_38,8,0,1,1,0,1
rock,rock_38,9,0,0,0,0,0
rock,rock_38,10,0,1,0,0,1
rock,rock_38,11,0,0,1,0,0
rock,rock_38,12,0,1,0,0,1
rock,rock_38,13,0,0,0,0,0
rock,rock_38,14,0,1,0,0,1
rock,rock_38,15,0,0,0,0,0
rock,rock_39,0,1,0,0,1,0
rock,rock_39,1,0,0,0,0,0
rock,rock_39,2,1,0,0,1,0
rock,rock_39,3,0,0,0,0,0
rock,rock_39,4,0,1,1,0,0
rock,rock_39,5,0,0,0,0,0
rock,rock_39,6,1,0,0,1,0
rock,rock_39,7,0,0,0,0,0
rock,rock_39,8,0,1,0,0,0
rock,rock_39,9,0,0,0,0,0
rock,rock_39,10,1,0,0,1,0
rock,rock_39,11,0,0,0,0,0
rock,rock_39,12,0,1,1,1,0
rock,rock_39,13,0,0,0,0,0
rock,rock_39,14,1,1,0,0,0
rock,rock_39,15,0,0,0,0,0
rock,rock_40,0,0,0,0,1,1
rock,rock_40,1,0,0,0,1,1
rock,rock_40,2,0,0,0,1,1
rock,rock_40,3,1,0,0,0,0
rock,rock_40,4,0,1,0,0,0
rock,rock_40,5,0,0,0,0,0
rock,rock_40,6,0,1,0,0,0
rock,rock_40,7,0,0,0,0,0
rock,rock_40,8,0,0,0,1,1
rock,rock_40,9,0,0,0,1,1
rock,rock_40,10,0,0,0,1,1
rock,rock_40,11,1,0,0,0,0
rock,rock_40,12,0,1,0,0,0
rock,rock_40,13,0,0,0,0,0
rock,rock_40,14,0,0,0,0,0
rock,rock_40,15,0,0,0,0,0
rock,rock_41,0,0,0,1,0,0
rock,rock_41,1,0,0,0,0,0
rock,rock_41,2,0,0,0,0,0
rock,rock_41,3,0,0,0,0,0
rock,rock_41,4,0,1,0,0,0
rock,rock_41,5,0,0,1,0,0
rock,rock_41,6,0,0,0,0,0
rock,rock_41,7,0,0,0,0,0
rock,rock_41,8,0,0,0,0,0
rock,rock_41,9,0,0,0,0,0
rock,rock_41,10,0,0,0,1,0
rock,rock_41,11,1,0,0,0,1
rock,rock_41,12,0,0,0,0,0
rock,rock_41,13,0,0,0,0,0
rock,rock_41,14,0,0,0,0,0
rock,rock_41,15,0,1,0,0,0
rock,rock_42,0,0,1,0,0,0
rock,rock_42,1,0,0,0,0,0
rock,rock_42,2,0,0,0,0,0
rock,rock_42,3,0,0,0,0,0
rock,rock_42,4,1,0,0,0,0
rock,rock_42,5,0,0,0,0,0
rock,rock_42,6,0,0,1,1,0
rock,rock_42,7,0,0,0,0,0
rock,rock_42,8,0,0,0,1,0
rock,rock_42,9,0,0,0,0,0
rock,rock_42,10,0,0,0,0,0
rock,rock_42,11,0,0,0,0,0
rock,rock_42,12,0,0,0,0,1
rock,rock_42,13,0,0,0,0,0
rock,rock_42,14,0,0,0,0,1
rock,rock_42,15,0,0,0,0,0
rock,rock_43,0,1,0,1,0,0
rock,rock_43,1,0,0,0,0,0
rock,rock_43,2,0,0,0,0,0
rock,rock_43,3,0,0,0,0,0
rock,rock_43,4,1,1,0,0,0
rock,rock_43,5,0,0,1,0,0
rock,rock_43,6,0,0,0,0,0
rock,rock_43,7,0,0,0,0,0
rock,rock_43,8,1,0,0,0,0
rock,rock_43,9,0,0,0,0,0
rock,rock_43,10,0,0,0,0,0
rock,rock_43,11,0,0,0,0,0
rock,rock_43,12,1,1,0,0,0
rock,rock_43,13,0,0,0,0,0
rock,rock_43,14,0,0,0,0,0
rock,rock_43,15,0,0,0,0,0
rock,rock_44,0,1,0,0,0,0
rock,rock_44,1,0,0,0,0,0
rock,rock_44,2,0,0,0,0,0
rock,rock_44,3,0,0,0,0,0
rock,rock_44,4,0,1,0,0,0
rock,rock_44,5,0,0,0,0,0
rock,rock_44,6,0,0,0,0,0
rock,rock_44,7,1,0,0,0,0
rock,rock_44,8,1,0,0,0,0
rock,rock_44,9,0,0,0,0,0
